origin,destination,departure_date,collection_date,advance_window_days,total_fare_inr,base_fare_inr,taxes_inr,udf_inr,convenience_fee_inr,carrier,flight_number,depart_time_local,fare_class,source_portal
BOM,DEL,2026-09-09,2026-09-08,1,6873.0,5603.0,1270.0,,,QP,QP1825,16:50,EC,akasa
BOM,DEL,2026-09-09,2026-09-08,1,7274.0,5984.0,1290.0,,,QP,QP1825,16:50,AV,akasa
BOM,DEL,2026-09-09,2026-09-08,1,7748.0,6436.0,1312.0,,,QP,QP1109,07:00,EC,akasa
BOM,DEL,2026-09-09,2026-09-08,1,8147.0,6817.0,1330.0,,,QP,QP1109,07:00,AV,akasa
BOM,DEL,2026-09-09,2026-09-08,1,12076.0,10558.0,1518.0,,,QP,QP1120,18:45,EC,akasa
BOM,DEL,2026-09-09,2026-09-08,1,12475.0,10939.0,1536.0,,,QP,QP1120,18:45,AV,akasa
BOM,DEL,2026-09-15,2026-09-08,7,6873.0,5603.0,1270.0,,,QP,QP1111,05:25,EC,akasa
BOM,DEL,2026-09-15,2026-09-08,7,7274.0,5984.0,1290.0,,,QP,QP1111,05:25,AV,akasa
BOM,DEL,2026-09-15,2026-09-08,7,6873.0,5603.0,1270.0,,,QP,QP1834,10:20,EC,akasa
BOM,DEL,2026-09-15,2026-09-08,7,7274.0,5984.0,1290.0,,,QP,QP1834,10:20,AV,akasa
BOM,DEL,2026-09-15,2026-09-08,7,6873.0,5603.0,1270.0,,,QP,QP1835,11:50,EC,akasa
BOM,DEL,2026-09-15,2026-09-08,7,7274.0,5984.0,1290.0,,,QP,QP1835,11:50,AV,akasa
BOM,DEL,2026-09-15,2026-09-08,7,6873.0,5603.0,1270.0,,,QP,QP1127,12:55,EC,akasa
BOM,DEL,2026-09-15,2026-09-08,7,7274.0,5984.0,1290.0,,,QP,QP1127,12:55,AV,akasa
BOM,DEL,2026-09-15,2026-09-08,7,6873.0,5603.0,1270.0,,,QP,QP1819,14:30,EC,akasa
BOM,DEL,2026-09-15,2026-09-08,7,7274.0,5984.0,1290.0,,,QP,QP1819,14:30,AV,akasa
BOM,DEL,2026-09-15,2026-09-08,7,6873.0,5603.0,1270.0,,,QP,QP1825,16:50,EC,akasa
BOM,DEL,2026-09-15,2026-09-08,7,7274.0,5984.0,1290.0,,,QP,QP1825,16:50,AV,akasa
BOM,DEL,2026-09-15,2026-09-08,7,6873.0,5603.0,1270.0,,,QP,QP1808,16:50,EC,akasa
BOM,DEL,2026-09-15,2026-09-08,7,7274.0,5984.0,1290.0,,,QP,QP1808,16:50,AV,akasa
BOM,DEL,2026-09-15,2026-09-08,7,6873.0,5603.0,1270.0,,,QP,QP1120,18:45,EC,akasa
BOM,DEL,2026-09-15,2026-09-08,7,7274.0,5984.0,1290.0,,,QP,QP1120,18:45,AV,akasa
BOM,DEL,2026-09-15,2026-09-08,7,7111.0,5829.0,1282.0,,,QP,QP1109,07:00,EC,akasa
BOM,DEL,2026-09-15,2026-09-08,7,7510.0,6210.0,1300.0,,,QP,QP1109,07:00,AV,akasa
BOM,DEL,2026-09-23,2026-09-08,15,6873.0,5603.0,1270.0,,,QP,QP1111,05:25,EC,akasa
BOM,DEL,2026-09-23,2026-09-08,15,7274.0,5984.0,1290.0,,,QP,QP1111,05:25,AV,akasa
BOM,DEL,2026-09-23,2026-09-08,15,6873.0,5603.0,1270.0,,,QP,QP1834,10:20,EC,akasa
BOM,DEL,2026-09-23,2026-09-08,15,7274.0,5984.0,1290.0,,,QP,QP1834,10:20,AV,akasa
BOM,DEL,2026-09-23,2026-09-08,15,6873.0,5603.0,1270.0,,,QP,QP1835,11:50,EC,akasa
BOM,DEL,2026-09-23,2026-09-08,15,7274.0,5984.0,1290.0,,,QP,QP1835,11:50,AV,akasa
BOM,DEL,2026-09-23,2026-09-08,15,6873.0,5603.0,1270.0,,,QP,QP1819,14:30,EC,akasa
BOM,DEL,2026-09-23,2026-09-08,15,7274.0,5984.0,1290.0,,,QP,QP1819,14:30,AV,akasa
BOM,DEL,2026-09-23,2026-09-08,15,6873.0,5603.0,1270.0,,,QP,QP1825,16:50,EC,akasa
BOM,DEL,2026-09-23,2026-09-08,15,7274.0,5984.0,1290.0,,,QP,QP1825,16:50,AV,akasa
BOM,DEL,2026-09-23,2026-09-08,15,6873.0,5603.0,1270.0,,,QP,QP1120,18:45,EC,akasa
BOM,DEL,2026-09-23,2026-09-08,15,7274.0,5984.0,1290.0,,,QP,QP1120,18:45,AV,akasa
BOM,DEL,2026-09-23,2026-09-08,15,7111.0,5829.0,1282.0,,,QP,QP1109,07:00,EC,akasa
BOM,DEL,2026-09-23,2026-09-08,15,7510.0,6210.0,1300.0,,,QP,QP1109,07:00,AV,akasa
BOM,DEL,2026-10-08,2026-09-08,30,6873.0,5603.0,1270.0,,,QP,QP1834,10:25,EC,akasa
BOM,DEL,2026-10-08,2026-09-08,30,7274.0,5984.0,1290.0,,,QP,QP1834,10:25,AV,akasa
BOM,DEL,2026-10-08,2026-09-08,30,6873.0,5603.0,1270.0,,,QP,QP1120,19:00,EC,akasa
BOM,DEL,2026-10-08,2026-09-08,30,7274.0,5984.0,1290.0,,,QP,QP1120,19:00,AV,akasa
BOM,DEL,2026-10-08,2026-09-08,30,6991.0,5715.0,1276.0,,,QP,QP1109,07:00,EC,akasa
BOM,DEL,2026-10-08,2026-09-08,30,7390.0,6096.0,1294.0,,,QP,QP1109,07:00,AV,akasa
BOM,DEL,2026-10-08,2026-09-08,30,7359.0,6065.0,1294.0,,,QP,QP1127,13:00,EC,akasa
BOM,DEL,2026-10-08,2026-09-08,30,7757.0,6445.0,1312.0,,,QP,QP1127,13:00,AV,akasa
BOM,DEL,2026-10-08,2026-09-08,30,7359.0,6065.0,1294.0,,,QP,QP1819,14:30,EC,akasa
BOM,DEL,2026-10-08,2026-09-08,30,7757.0,6445.0,1312.0,,,QP,QP1819,14:30,AV,akasa
BOM,DEL,2026-10-08,2026-09-08,30,7359.0,6065.0,1294.0,,,QP,QP1825,17:00,EC,akasa
BOM,DEL,2026-10-08,2026-09-08,30,7757.0,6445.0,1312.0,,,QP,QP1825,17:00,AV,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7359.0,6065.0,1294.0,,,QP,QP1834,10:05,EC,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7757.0,6445.0,1312.0,,,QP,QP1834,10:05,AV,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7359.0,6065.0,1294.0,,,QP,QP1127,13:00,EC,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7757.0,6445.0,1312.0,,,QP,QP1127,13:00,AV,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7359.0,6065.0,1294.0,,,QP,QP1825,17:00,EC,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7757.0,6445.0,1312.0,,,QP,QP1825,17:00,AV,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7485.0,6185.0,1300.0,,,QP,QP1109,07:00,EC,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7884.0,6566.0,1318.0,,,QP,QP1109,07:00,AV,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7485.0,6185.0,1300.0,,,QP,QP1819,14:30,EC,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7884.0,6566.0,1318.0,,,QP,QP1819,14:30,AV,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7485.0,6185.0,1300.0,,,QP,QP1120,19:00,EC,akasa
BOM,DEL,2026-10-23,2026-09-08,45,7884.0,6566.0,1318.0,,,QP,QP1120,19:00,AV,akasa
CCU,DEL,2026-09-09,2026-09-08,1,9271.0,7469.0,1802.0,,,QP,QP1804,20:05,EC,akasa
CCU,DEL,2026-09-09,2026-09-08,1,9821.0,7993.0,1828.0,,,QP,QP1804,20:05,AV,akasa
CCU,DEL,2026-09-09,2026-09-08,1,9426.0,7618.0,1808.0,,,QP,QP1802,09:05,EC,akasa
CCU,DEL,2026-09-09,2026-09-08,1,9978.0,8142.0,1836.0,,,QP,QP1802,09:05,AV,akasa
CCU,DEL,2026-09-15,2026-09-08,7,8531.0,6765.0,1766.0,,,QP,QP1804,20:05,EC,akasa
CCU,DEL,2026-09-15,2026-09-08,7,9081.0,7289.0,1792.0,,,QP,QP1804,20:05,AV,akasa
CCU,DEL,2026-09-15,2026-09-08,7,9426.0,7618.0,1808.0,,,QP,QP1802,09:05,EC,akasa
CCU,DEL,2026-09-15,2026-09-08,7,9978.0,8142.0,1836.0,,,QP,QP1802,09:05,AV,akasa
CCU,DEL,2026-09-23,2026-09-08,15,8392.0,6632.0,1760.0,,,QP,QP1802,09:05,EC,akasa
CCU,DEL,2026-09-23,2026-09-08,15,8942.0,7156.0,1786.0,,,QP,QP1802,09:05,AV,akasa
CCU,DEL,2026-09-23,2026-09-08,15,8392.0,6632.0,1760.0,,,QP,QP1804,20:05,EC,akasa
CCU,DEL,2026-09-23,2026-09-08,15,8942.0,7156.0,1786.0,,,QP,QP1804,20:05,AV,akasa
CCU,DEL,2026-10-08,2026-09-08,30,9116.0,7322.0,1794.0,,,QP,QP1802,09:05,EC,akasa
CCU,DEL,2026-10-08,2026-09-08,30,9666.0,7846.0,1820.0,,,QP,QP1802,09:05,AV,akasa
CCU,DEL,2026-10-08,2026-09-08,30,9116.0,7322.0,1794.0,,,QP,QP1804,19:55,EC,akasa
CCU,DEL,2026-10-08,2026-09-08,30,9666.0,7846.0,1820.0,,,QP,QP1804,19:55,AV,akasa
CCU,DEL,2026-10-23,2026-09-08,45,10800.0,8926.0,1874.0,,,QP,QP1802,09:05,EC,akasa
CCU,DEL,2026-10-23,2026-09-08,45,11350.0,9450.0,1900.0,,,QP,QP1802,09:05,AV,akasa
CCU,DEL,2026-10-23,2026-09-08,45,10800.0,8926.0,1874.0,,,QP,QP1804,19:55,EC,akasa
CCU,DEL,2026-10-23,2026-09-08,45,11350.0,9450.0,1900.0,,,QP,QP1804,19:55,AV,akasa
DEL,BLR,2026-09-09,2026-09-08,1,9179.0,7774.0,1405.0,,,QP,QP1822,16:40,EC,akasa
DEL,BLR,2026-09-09,2026-09-08,1,9530.0,8107.0,1423.0,,,QP,QP1822,16:40,AV,akasa
DEL,BLR,2026-09-09,2026-09-08,1,9179.0,7774.0,1405.0,,,QP,QP1824,20:10,EC,akasa
DEL,BLR,2026-09-09,2026-09-08,1,9530.0,8107.0,1423.0,,,QP,QP1824,20:10,AV,akasa
DEL,BLR,2026-09-09,2026-09-08,1,9179.0,7774.0,1405.0,,,QP,QP1308,20:55,EC,akasa
DEL,BLR,2026-09-09,2026-09-08,1,9530.0,8107.0,1423.0,,,QP,QP1308,20:55,AV,akasa
DEL,BLR,2026-09-09,2026-09-08,1,9179.0,7774.0,1405.0,,,QP,QP1350,21:55,EC,akasa
DEL,BLR,2026-09-09,2026-09-08,1,9530.0,8107.0,1423.0,,,QP,QP1350,21:55,AV,akasa
DEL,BLR,2026-09-09,2026-09-08,1,9678.0,8249.0,1429.0,,,QP,QP1912,14:55,EC,akasa
DEL,BLR,2026-09-09,2026-09-08,1,10029.0,8582.0,1447.0,,,QP,QP1912,14:55,AV,akasa
DEL,BLR,2026-09-15,2026-09-08,7,9179.0,7774.0,1405.0,,,QP,QP1824,20:10,EC,akasa
DEL,BLR,2026-09-15,2026-09-08,7,9530.0,8107.0,1423.0,,,QP,QP1824,20:10,AV,akasa
DEL,BLR,2026-09-15,2026-09-08,7,9179.0,7774.0,1405.0,,,QP,QP1350,21:55,EC,akasa
DEL,BLR,2026-09-15,2026-09-08,7,9530.0,8107.0,1423.0,,,QP,QP1350,21:55,AV,akasa
DEL,BLR,2026-09-15,2026-09-08,7,9179.0,7774.0,1405.0,,,QP,QP1812,22:55,EC,akasa
DEL,BLR,2026-09-15,2026-09-08,7,9530.0,8107.0,1423.0,,,QP,QP1812,22:55,AV,akasa
DEL,BLR,2026-09-15,2026-09-08,7,9342.0,7929.0,1413.0,,,QP,QP1308,20:55,EC,akasa
DEL,BLR,2026-09-15,2026-09-08,7,9693.0,8262.0,1431.0,,,QP,QP1308,20:55,AV,akasa
DEL,BLR,2026-09-15,2026-09-08,7,9508.0,8087.0,1421.0,,,QP,QP1822,16:40,EC,akasa
DEL,BLR,2026-09-15,2026-09-08,7,9859.0,8420.0,1439.0,,,QP,QP1822,16:40,AV,akasa
DEL,BLR,2026-09-23,2026-09-08,15,9179.0,7774.0,1405.0,,,QP,QP1912,14:55,EC,akasa
DEL,BLR,2026-09-23,2026-09-08,15,9530.0,8107.0,1423.0,,,QP,QP1912,14:55,AV,akasa
DEL,BLR,2026-09-23,2026-09-08,15,9179.0,7774.0,1405.0,,,QP,QP1824,20:10,EC,akasa
DEL,BLR,2026-09-23,2026-09-08,15,9530.0,8107.0,1423.0,,,QP,QP1824,20:10,AV,akasa
DEL,BLR,2026-09-23,2026-09-08,15,9179.0,7774.0,1405.0,,,QP,QP1308,20:55,EC,akasa
DEL,BLR,2026-09-23,2026-09-08,15,9530.0,8107.0,1423.0,,,QP,QP1308,20:55,AV,akasa
DEL,BLR,2026-09-23,2026-09-08,15,9179.0,7774.0,1405.0,,,QP,QP1350,21:55,EC,akasa
DEL,BLR,2026-09-23,2026-09-08,15,9530.0,8107.0,1423.0,,,QP,QP1350,21:55,AV,akasa
DEL,BLR,2026-10-08,2026-09-08,30,9179.0,7774.0,1405.0,,,QP,QP1350,21:55,EC,akasa
DEL,BLR,2026-10-08,2026-09-08,30,9530.0,8107.0,1423.0,,,QP,QP1350,21:55,AV,akasa
DEL,BLR,2026-10-08,2026-09-08,30,9179.0,7774.0,1405.0,,,QP,QP1812,22:55,EC,akasa
DEL,BLR,2026-10-08,2026-09-08,30,9530.0,8107.0,1423.0,,,QP,QP1812,22:55,AV,akasa
DEL,BLR,2026-10-08,2026-09-08,30,9342.0,7929.0,1413.0,,,QP,QP1824,20:50,EC,akasa
DEL,BLR,2026-10-08,2026-09-08,30,9693.0,8262.0,1431.0,,,QP,QP1824,20:50,AV,akasa
DEL,BLR,2026-10-08,2026-09-08,30,9508.0,8087.0,1421.0,,,QP,QP1822,16:40,EC,akasa
DEL,BLR,2026-10-08,2026-09-08,30,9859.0,8420.0,1439.0,,,QP,QP1822,16:40,AV,akasa
DEL,BLR,2026-10-23,2026-09-08,45,10967.0,9476.0,1491.0,,,QP,QP1812,22:55,EC,akasa
DEL,BLR,2026-10-23,2026-09-08,45,11316.0,9809.0,1507.0,,,QP,QP1812,22:55,AV,akasa
DEL,BLR,2026-10-23,2026-09-08,45,11166.0,9665.0,1501.0,,,QP,QP1350,21:55,EC,akasa
DEL,BLR,2026-10-23,2026-09-08,45,11515.0,9998.0,1517.0,,,QP,QP1350,21:55,AV,akasa
DEL,BLR,2026-10-23,2026-09-08,45,11575.0,10056.0,1519.0,,,QP,QP1822,16:40,EC,akasa
DEL,BLR,2026-10-23,2026-09-08,45,11926.0,10389.0,1537.0,,,QP,QP1822,16:40,AV,akasa
DEL,BLR,2026-10-23,2026-09-08,45,11786.0,10257.0,1529.0,,,QP,QP1574,14:10,EC,akasa
DEL,BLR,2026-10-23,2026-09-08,45,12137.0,10590.0,1547.0,,,QP,QP1574,14:10,AV,akasa
DEL,BLR,2026-10-23,2026-09-08,45,12222.0,10671.0,1551.0,,,QP,QP1824,20:50,EC,akasa
DEL,BLR,2026-10-23,2026-09-08,45,12571.0,11004.0,1567.0,,,QP,QP1824,20:50,AV,akasa
DEL,BOM,2026-09-09,2026-09-08,1,6880.0,5640.0,1240.0,,,QP,QP1110,10:30,EC,akasa
DEL,BOM,2026-09-09,2026-09-08,1,7281.0,6021.0,1260.0,,,QP,QP1110,10:30,AV,akasa
DEL,BOM,2026-09-09,2026-09-08,1,6880.0,5640.0,1240.0,,,QP,QP1836,12:30,EC,akasa
DEL,BOM,2026-09-09,2026-09-08,1,7281.0,6021.0,1260.0,,,QP,QP1836,12:30,AV,akasa
DEL,BOM,2026-09-09,2026-09-08,1,6880.0,5640.0,1240.0,,,QP,QP1128,16:00,EC,akasa
DEL,BOM,2026-09-09,2026-09-08,1,7281.0,6021.0,1260.0,,,QP,QP1128,16:00,AV,akasa
DEL,BOM,2026-09-09,2026-09-08,1,8272.0,6966.0,1306.0,,,QP,QP1112,09:20,EC,akasa
DEL,BOM,2026-09-09,2026-09-08,1,8673.0,7347.0,1326.0,,,QP,QP1112,09:20,AV,akasa
DEL,BOM,2026-09-09,2026-09-08,1,11405.0,9949.0,1456.0,,,QP,QP1820,17:30,EC,akasa
DEL,BOM,2026-09-09,2026-09-08,1,11804.0,10330.0,1474.0,,,QP,QP1820,17:30,AV,akasa
DEL,BOM,2026-09-09,2026-09-08,1,13544.0,11986.0,1558.0,,,QP,QP1119,08:40,EC,akasa
DEL,BOM,2026-09-09,2026-09-08,1,13943.0,12367.0,1576.0,,,QP,QP1119,08:40,AV,akasa
DEL,BOM,2026-09-09,2026-09-08,1,14787.0,13171.0,1616.0,,,QP,QP1833,06:50,EC,akasa
DEL,BOM,2026-09-09,2026-09-08,1,15188.0,13552.0,1636.0,,,QP,QP1833,06:50,AV,akasa
DEL,BOM,2026-09-09,2026-09-08,1,14787.0,13171.0,1616.0,,,QP,QP1826,19:55,EC,akasa
DEL,BOM,2026-09-09,2026-09-08,1,15188.0,13552.0,1636.0,,,QP,QP1826,19:55,AV,akasa
DEL,BOM,2026-09-15,2026-09-08,7,6880.0,5640.0,1240.0,,,QP,QP1119,08:40,EC,akasa
DEL,BOM,2026-09-15,2026-09-08,7,7281.0,6021.0,1260.0,,,QP,QP1119,08:40,AV,akasa
DEL,BOM,2026-09-15,2026-09-08,7,6880.0,5640.0,1240.0,,,QP,QP1112,09:20,EC,akasa
DEL,BOM,2026-09-15,2026-09-08,7,7281.0,6021.0,1260.0,,,QP,QP1112,09:20,AV,akasa
DEL,BOM,2026-09-15,2026-09-08,7,6880.0,5640.0,1240.0,,,QP,QP1110,10:30,EC,akasa
DEL,BOM,2026-09-15,2026-09-08,7,7281.0,6021.0,1260.0,,,QP,QP1110,10:30,AV,akasa
DEL,BOM,2026-09-15,2026-09-08,7,6880.0,5640.0,1240.0,,,QP,QP1836,12:30,EC,akasa
DEL,BOM,2026-09-15,2026-09-08,7,7281.0,6021.0,1260.0,,,QP,QP1836,12:30,AV,akasa
DEL,BOM,2026-09-15,2026-09-08,7,6880.0,5640.0,1240.0,,,QP,QP1807,13:40,EC,akasa
DEL,BOM,2026-09-15,2026-09-08,7,7281.0,6021.0,1260.0,,,QP,QP1807,13:40,AV,akasa
DEL,BOM,2026-09-15,2026-09-08,7,6880.0,5640.0,1240.0,,,QP,QP1128,16:00,EC,akasa
DEL,BOM,2026-09-15,2026-09-08,7,7281.0,6021.0,1260.0,,,QP,QP1128,16:00,AV,akasa
DEL,BOM,2026-09-15,2026-09-08,7,6880.0,5640.0,1240.0,,,QP,QP1820,17:30,EC,akasa
DEL,BOM,2026-09-15,2026-09-08,7,7281.0,6021.0,1260.0,,,QP,QP1820,17:30,AV,akasa
DEL,BOM,2026-09-15,2026-09-08,7,6880.0,5640.0,1240.0,,,QP,QP1826,19:55,EC,akasa
DEL,BOM,2026-09-15,2026-09-08,7,7281.0,6021.0,1260.0,,,QP,QP1826,19:55,AV,akasa
DEL,BOM,2026-09-15,2026-09-08,7,7583.0,6309.0,1274.0,,,QP,QP1833,06:50,EC,akasa
DEL,BOM,2026-09-15,2026-09-08,7,7982.0,6690.0,1292.0,,,QP,QP1833,06:50,AV,akasa
DEL,BOM,2026-09-23,2026-09-08,15,6880.0,5640.0,1240.0,,,QP,QP1833,06:50,EC,akasa
DEL,BOM,2026-09-23,2026-09-08,15,7281.0,6021.0,1260.0,,,QP,QP1833,06:50,AV,akasa
DEL,BOM,2026-09-23,2026-09-08,15,6880.0,5640.0,1240.0,,,QP,QP1119,08:40,EC,akasa
DEL,BOM,2026-09-23,2026-09-08,15,7281.0,6021.0,1260.0,,,QP,QP1119,08:40,AV,akasa
DEL,BOM,2026-09-23,2026-09-08,15,6880.0,5640.0,1240.0,,,QP,QP1112,09:20,EC,akasa
DEL,BOM,2026-09-23,2026-09-08,15,7281.0,6021.0,1260.0,,,QP,QP1112,09:20,AV,akasa
DEL,BOM,2026-09-23,2026-09-08,15,6880.0,5640.0,1240.0,,,QP,QP1110,10:30,EC,akasa
DEL,BOM,2026-09-23,2026-09-08,15,7281.0,6021.0,1260.0,,,QP,QP1110,10:30,AV,akasa
DEL,BOM,2026-09-23,2026-09-08,15,6880.0,5640.0,1240.0,,,QP,QP1836,12:30,EC,akasa
DEL,BOM,2026-09-23,2026-09-08,15,7281.0,6021.0,1260.0,,,QP,QP1836,12:30,AV,akasa
DEL,BOM,2026-09-23,2026-09-08,15,6880.0,5640.0,1240.0,,,QP,QP1820,17:30,EC,akasa
DEL,BOM,2026-09-23,2026-09-08,15,7281.0,6021.0,1260.0,,,QP,QP1820,17:30,AV,akasa
DEL,BOM,2026-09-23,2026-09-08,15,6880.0,5640.0,1240.0,,,QP,QP1826,19:55,EC,akasa
DEL,BOM,2026-09-23,2026-09-08,15,7281.0,6021.0,1260.0,,,QP,QP1826,19:55,AV,akasa
DEL,BOM,2026-10-08,2026-09-08,30,6880.0,5640.0,1240.0,,,QP,QP1833,06:50,EC,akasa
DEL,BOM,2026-10-08,2026-09-08,30,7281.0,6021.0,1260.0,,,QP,QP1833,06:50,AV,akasa
DEL,BOM,2026-10-08,2026-09-08,30,6880.0,5640.0,1240.0,,,QP,QP1119,08:40,EC,akasa
DEL,BOM,2026-10-08,2026-09-08,30,7281.0,6021.0,1260.0,,,QP,QP1119,08:40,AV,akasa
DEL,BOM,2026-10-08,2026-09-08,30,6880.0,5640.0,1240.0,,,QP,QP1110,10:00,EC,akasa
DEL,BOM,2026-10-08,2026-09-08,30,7281.0,6021.0,1260.0,,,QP,QP1110,10:00,AV,akasa
DEL,BOM,2026-10-08,2026-09-08,30,6880.0,5640.0,1240.0,,,QP,QP1128,16:00,EC,akasa
DEL,BOM,2026-10-08,2026-09-08,30,7281.0,6021.0,1260.0,,,QP,QP1128,16:00,AV,akasa
DEL,BOM,2026-10-08,2026-09-08,30,6880.0,5640.0,1240.0,,,QP,QP1820,17:30,EC,akasa
DEL,BOM,2026-10-08,2026-09-08,30,7281.0,6021.0,1260.0,,,QP,QP1820,17:30,AV,akasa
DEL,BOM,2026-10-08,2026-09-08,30,6880.0,5640.0,1240.0,,,QP,QP1826,19:55,EC,akasa
DEL,BOM,2026-10-08,2026-09-08,30,7281.0,6021.0,1260.0,,,QP,QP1826,19:55,AV,akasa
DEL,BOM,2026-10-23,2026-09-08,45,7201.0,5945.0,1256.0,,,QP,QP1833,06:50,EC,akasa
DEL,BOM,2026-10-23,2026-09-08,45,7600.0,6326.0,1274.0,,,QP,QP1833,06:50,AV,akasa
DEL,BOM,2026-10-23,2026-09-08,45,7327.0,6065.0,1262.0,,,QP,QP1128,16:00,EC,akasa
DEL,BOM,2026-10-23,2026-09-08,45,7725.0,6445.0,1280.0,,,QP,QP1128,16:00,AV,akasa
DEL,BOM,2026-10-23,2026-09-08,45,7453.0,6185.0,1268.0,,,QP,QP1119,08:40,EC,akasa
DEL,BOM,2026-10-23,2026-09-08,45,7852.0,6566.0,1286.0,,,QP,QP1119,08:40,AV,akasa
DEL,BOM,2026-10-23,2026-09-08,45,7453.0,6185.0,1268.0,,,QP,QP1110,10:00,EC,akasa
DEL,BOM,2026-10-23,2026-09-08,45,7852.0,6566.0,1286.0,,,QP,QP1110,10:00,AV,akasa
DEL,BOM,2026-10-23,2026-09-08,45,7453.0,6185.0,1268.0,,,QP,QP1820,17:30,EC,akasa
DEL,BOM,2026-10-23,2026-09-08,45,7852.0,6566.0,1286.0,,,QP,QP1820,17:30,AV,akasa
DEL,BOM,2026-10-23,2026-09-08,45,7851.0,6565.0,1286.0,,,QP,QP1826,19:55,EC,akasa
DEL,BOM,2026-10-23,2026-09-08,45,8251.0,6945.0,1306.0,,,QP,QP1826,19:55,AV,akasa
DEL,CCU,2026-09-09,2026-09-08,1,8406.0,7179.0,1227.0,,,QP,QP1801,05:55,EC,akasa
DEL,CCU,2026-09-09,2026-09-08,1,8958.0,7703.0,1255.0,,,QP,QP1801,05:55,AV,akasa
DEL,CCU,2026-09-09,2026-09-08,1,9028.0,7771.0,1257.0,,,QP,QP1803,17:05,EC,akasa
DEL,CCU,2026-09-09,2026-09-08,1,9577.0,8294.0,1283.0,,,QP,QP1803,17:05,AV,akasa
DEL,CCU,2026-09-15,2026-09-08,7,8259.0,7038.0,1221.0,,,QP,QP1801,05:55,EC,akasa
DEL,CCU,2026-09-15,2026-09-08,7,8809.0,7562.0,1247.0,,,QP,QP1801,05:55,AV,akasa
DEL,CCU,2026-09-15,2026-09-08,7,8406.0,7179.0,1227.0,,,QP,QP1803,17:05,EC,akasa
DEL,CCU,2026-09-15,2026-09-08,7,8958.0,7703.0,1255.0,,,QP,QP1803,17:05,AV,akasa
DEL,CCU,2026-09-23,2026-09-08,15,8406.0,7179.0,1227.0,,,QP,QP1801,05:55,EC,akasa
DEL,CCU,2026-09-23,2026-09-08,15,8958.0,7703.0,1255.0,,,QP,QP1801,05:55,AV,akasa
DEL,CCU,2026-09-23,2026-09-08,15,8406.0,7179.0,1227.0,,,QP,QP1803,17:05,EC,akasa
DEL,CCU,2026-09-23,2026-09-08,15,8958.0,7703.0,1255.0,,,QP,QP1803,17:05,AV,akasa
DEL,CCU,2026-10-08,2026-09-08,30,9028.0,7771.0,1257.0,,,QP,QP1801,05:55,EC,akasa
DEL,CCU,2026-10-08,2026-09-08,30,9577.0,8294.0,1283.0,,,QP,QP1801,05:55,AV,akasa
DEL,CCU,2026-10-08,2026-09-08,30,9028.0,7771.0,1257.0,,,QP,QP1803,17:00,EC,akasa
DEL,CCU,2026-10-08,2026-09-08,30,9577.0,8294.0,1283.0,,,QP,QP1803,17:00,AV,akasa
DEL,CCU,2026-10-23,2026-09-08,45,10620.0,9287.0,1333.0,,,QP,QP1803,17:00,EC,akasa
DEL,CCU,2026-10-23,2026-09-08,45,11169.0,9810.0,1359.0,,,QP,QP1803,17:00,AV,akasa
DEL,CCU,2026-10-23,2026-09-08,45,12294.0,10881.0,1413.0,,,QP,QP1801,05:55,EC,akasa
DEL,CCU,2026-10-23,2026-09-08,45,12844.0,11405.0,1439.0,,,QP,QP1801,05:55,AV,akasa
DEL,MAA,2026-09-15,2026-09-08,7,13469.0,11950.0,1519.0,,,QP,QP1826,19:55,EC,akasa
DEL,MAA,2026-09-15,2026-09-08,7,14269.0,12712.0,1557.0,,,QP,QP1826,19:55,AV,akasa
DEL,MAA,2026-10-08,2026-09-08,30,13469.0,11950.0,1519.0,,,QP,QP1826,19:55,EC,akasa
DEL,MAA,2026-10-08,2026-09-08,30,14269.0,12712.0,1557.0,,,QP,QP1826,19:55,AV,akasa
DEL,MAA,2026-10-23,2026-09-08,45,13750.0,12219.0,1531.0,,,QP,QP1826,19:55,EC,akasa
DEL,MAA,2026-10-23,2026-09-08,45,14350.0,12789.0,1561.0,,,QP,QP1826,19:55,AV,akasa
HYD,BLR,2026-09-09,2026-09-08,1,17497.0,15212.0,2285.0,,,QP,QP1405,06:00,EC,akasa
HYD,BLR,2026-09-09,2026-09-08,1,18247.0,15926.0,2321.0,,,QP,QP1405,06:00,AV,akasa
HYD,BLR,2026-09-09,2026-09-08,1,18424.0,16095.0,2329.0,,,QP,QP1407,17:30,EC,akasa
HYD,BLR,2026-09-09,2026-09-08,1,19174.0,16809.0,2365.0,,,QP,QP1407,17:30,AV,akasa
HYD,BLR,2026-09-15,2026-09-08,7,16576.0,14335.0,2241.0,,,QP,QP1407,17:30,EC,akasa
